id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated
blazecoin,BlazeCoin,BLZ,775,0.0015708,0.00000014,4237.18,955922.0,608557394.0,608557394.0,,6.68,-8.31,2.49,1519178343
netko,Netko,NETKO,776,0.197442,0.00001760,1213.42,955652.0,4840165.0,4840165.0,,1.18,-5.29,-1.74,1519178350
billionaire-token,Billionaire Token,XBL,777,0.291764,0.00002600,1196.15,953565.0,3268274.0,3315270.0,3315372.0,1.56,1.1,13.24,1519178354
qubitcoin,QubitCoin,Q2C,778,0.0038148,0.00000034,2609.39,947808.0,248455499.0,248455499.0,,-5.77,1.21,4.18,1519178342
blakecoin,Blakecoin,BLC,779,0.06048,0.00000539,751.468,914621.0,15122697.0,15122697.0,,1.77,0.69,15.65,1519178341
joulecoin,Joulecoin,XJO,780,0.0259566,0.00000231,2198.71,910173.0,35065179.0,35065179.0,,0.98,-14.25,12.98,1519178374
cryptojacks,Cryptojacks,CJ,781,0.00223407,0.00000020,21526.7,908303.0,406568581.0,406568581.0,,-4.45,-21.21,-25.47,1519178347
eternity,Eternity,ENT,782,0.218341,0.00001946,1067.54,903782.0,4139314.0,4139314.0,,1.39,-5.58,-21.28,1519178349
rimbit,Rimbit,RBT,783,0.00450942,0.00000040,17056.5,890976.0,197581050.0,401578118.0,,1.4,-17.34,7.9,1519178345
amsterdamcoin,AmsterdamCoin,AMS,784,0.0176865,0.00000158,3068.01,887896.0,50201886.0,81469427.0,,1.56,-19.93,4.09,1519178345
deutsche-emark,Deutsche eMark,DEM,785,0.0253544,0.00000226,1529.77,886323.0,34957366.0,41939342.0,,1.56,-12.17,2.11,1519178341
funcoin,FUNCoin,FUNC,786,0.149277,0.00001330,5910.23,873059.0,5848581.0,100000000.0,100000000.0,1.08,2.1,21.03,1519178350
sovereign-hero,Sovereign Hero,HERO,787,180.84,0.0161177,1200.55,863149.0,4773.0,4773.0,,4.95,0.73,-0.2,1519178352
platinumbar,PlatinumBAR,XPTX,788,1.49141,0.00013292,19039.8,862606.0,578383.0,578383.0,,1.39,-6.42,-2.0,1519178347
swagbucks,SwagBucks,BUCKS,789,2.39172,0.00021317,12349.1,859020.0,359164.0,359164.0,,1.3,-9.8,3.66,1519178346
octanox,Octanox,OTX,790,0.100996,0.00000900,15351.0,858466.0,8500001.0,8500001.0,,1.39,-22.74,2.06,1519178351
scorecoin,Scorecoin,SCORE,791,0.0199238,0.00000178,1071.84,831570.0,41737500.0,41737500.0,58800000.0,1.39,-31.55,-18.7,1519178350
mojocoin,MojoCoin,MOJO,792,0.0681935,0.00000608,7784.02,829845.0,12168980.0,12168980.0,,1.6,-9.99,15.99,1519178346
pakcoin,Pakcoin,PAK,793,0.0166697,0.00000149,15587.9,819416.0,49156000.0,49156000.0,182000000.0,2.41,-24.31,19.12,1519178345
digicube,DigiCube,CUBE,794,0.0003366,0.00000003,4072.48,817644.0,2429126009.0,2429126009.0,,-23.96,-15.11,24.51,1519178346
phoenixcoin,Phoenixcoin,PXC,795,0.0126786,0.00000113,3262.81,815209.0,64298036.0,64298036.0,,-4.65,3.1,7.87,1519178341
confido,Confido,CFD,796,0.0904083,0.00000806,552.414,813675.0,9000000.0,15000000.0,15000000.0,2.2,-8.25,-7.2,1519178357
macron,MACRON,MCRN,797,0.00202576,0.00000018,963.707,813183.0,401421401.0,401421401.0,,7.92,20.2,-3.63,1519178350
kurrent,Kurrent,KURT,798,0.0131144,0.00000117,767.817,804763.0,61364813.0,72764813.0,228000000.0,0.77,-5.14,7.82,1519178348
minereum,Minereum,MNE,799,0.361624,0.00003223,7190.36,795694.0,2200336.0,2200336.0,,0.78,-20.18,-5.98,1519178351
trackr,CryptoInsight,TKR,800,0.0632858,0.00000564,7092.71,792955.0,12529747.0,12529747.0,,2.49,-4.16,-14.15,1519178354
8bit,8Bit,8BIT,801,0.528564,0.00004711,534.6,775848.0,1467841.0,1467841.0,,7.47,-8.18,15.75,1519178344
hicoin,HiCoin,XHI,802,0.00407777,0.00000036,38492.3,773675.0,189729990.0,10000244678.0,,1.57,-8.97,14.74,1519178346
goldblocks,GoldBlocks,GB,803,0.0500871,0.00000446,1674.43,769183.0,15356910.0,15356910.0,,1.77,-8.94,5.75,1519178347
iethereum,iEthereum,IETH,804,0.0424504,0.00000378,16503.6,763343.0,17982000.0,18000000.0,,-8.11,-1.96,15.1,1519178356
ebitcoin-cash,eBitcoinCash,EBCH,805,0.080784,0.00000720,3727.26,750120.0,9285500.0,21000000.0,21000000.0,-29.81,-22.94,-42.0,1519178357
pioneer-coin,Pioneer Coin,PCOIN,806,0.339068,0.00003022,4265.31,748480.0,2207462.0,3102895.0,23000000.0,-0.31,-12.93,-35.65,1519178358
daxxcoin,DaxxCoin,DAXX,807,0.0014586,0.00000013,5377.26,741387.0,508286800.0,533286800.0,,1.39,-1.55,16.21,1519178353
desire,Desire,DSR,808,0.731926,0.00006523,22013.3,741175.0,1012637.0,1772559.0,,-2.36,-2.28,-24.06,1519178356
garlicoin,Garlicoin,GRLC,809,0.229754,0.00002048,27627.8,736734.0,3206619.0,3379020.0,69000000.0,1.63,-5.0,22.56,1519178361
globaltoken,GlobalToken,GLT,810,0.025383,0.00000226,837.761,709993.0,27971200.0,27971200.0,168000000.0,1.71,-2.54,-0.01,1519178351
newbium,Newbium,NEWB,811,0.0141937,0.00000127,1196.7,709685.0,50000000.0,100000000.0,,2.6,5.37,3.58,1519178346
paycoin2,PayCoin,XPY,812,0.0583227,0.00000520,5037.21,691839.0,11862264.0,11862264.0,,1.39,-17.28,6.81,1519178345
kobocoin,Kobocoin,KOBO,813,0.0278542,0.00000248,1705.64,688006.0,24700248.0,24700248.0,,8.68,-50.5,-38.94,1519178345
manna,Manna,MANNA,814,0.0157132,0.00000140,3907.73,686244.0,43673073.0,10043673073.0,,1.46,-15.03,133.08,1519178345
adcoin,AdCoin,ACC,815,0.118895,0.00001060,2267.3,681546.0,5732333.0,70724816.0,,4.07,7.76,32.26,1519178355
prototanium,Prototanium,PR,816,3.36286,0.00029972,2519.27,660513.0,196414.0,196414.0,,1.61,-2.99,-16.66,1519178345
digital-developers-fund,DigitalDevelopersFund,DDF,817,0.127158,0.00001133,796.115,650834.0,5118307.0,6428932.0,6428932.0,1.64,-12.33,7.03,1519178353
flycoin,Flycoin,FLY,818,3.07697,0.00027424,5122.7,648642.0,210806.0,210806.0,,1.39,-0.95,17.99,1519178346
coin2-1,Coin2.1,C2,819,0.0081906,0.00000073,17723.4,640881.0,78245975.0,133273764.0,,-5.75,42.35,65.28,1519178342
whalecoin,WhaleCoin,WHL,820,0.0922765,0.00000822,38310.2,636395.0,6896610.0,6896610.0,,-1.65,-2.94,-5.46,1519178355
tokyo,TOKYO,TOKC,821,0.00519503,0.00000046,7702.98,630228.0,121313700.0,230510426.0,,1.01,2.23,-31.55,1519178360
truckcoin,Truckcoin,TRK,822,0.0035904,0.00000032,728.787,615148.0,171331462.0,171331462.0,,1.56,16.43,-3.15,1519178343
motocoin,Motocoin,MOTO,823,0.031977,0.00000285,3832.31,605409.0,18932639.0,31463269.0,,-23.63,-17.46,-3.17,1519178343
gapcoin,Gapcoin,GAP,824,0.047685,0.00000425,3940.96,598847.0,12558390.0,12558390.0,,1.77,-10.92,-0.1,1519178343
tekcoin,TEKcoin,TEK,825,0.000417094,0.00000004,1163.54,589794.0,1414054562.0,1414054562.0,,1.58,6.83,22.65,1519178343
sativacoin,Sativacoin,STV,826,0.0813849,0.00000725,578.922,576983.0,7089554.0,7089554.0,,1.56,-1.99,8.02,1519178344
litebar,LiteBar,LTB,827,0.65177,0.00005809,16227.9,572656.0,878616.0,878616.0,,1.41,-17.8,10.53,1519178342
coinonatx,CoinonatX,XCXT,828,0.0313499,0.00000279,6696.81,572537.0,18262812.0,18262812.0,48252000.0,5.55,-26.05,-49.6,1519178353
kushcoin,KushCoin,KUSH,829,0.104258,0.00000929,886.7,572471.0,5490910.0,5490910.0,,1.39,-3.09,8.99,1519178349
senderon,Senderon,SDRN,830,0.0130152,0.00000116,17366.7,571665.0,43922901.0,45625900.0,,-3.2,3.16,-16.95,1519178355
swing,Swing,SWING,831,0.188566,0.00001681,1392.7,570031.0,3022980.0,3022980.0,,1.61,19.03,32.62,1519178345
kayicoin,Kayicoin,KAYI,832,0.00199523,0.00000018,14129.3,567335.0,284345719.0,284345719.0,300000000.0,-0.36,-4.19,-1.57,1519178352
bitbtc,bitBTC,BITBTC,833,13283.8,1.18394,5479.42,559584.0,42.0,42.0,,2.2,-9.66,27.12,1519178344
redcoin,RedCoin,RED,834,0.0074052,0.00000066,3394.03,548784.0,74107896.0,74107896.0,,7.12,17.88,17.77,1519178341
chronos,Chronos,CRX,835,0.00739277,0.00000066,1340.62,545069.0,73729962.0,73729962.0,,6.94,-26.34,47.3,1519178347
bitcoin-planet,Bitcoin Planet,BTPL,836,0.0861696,0.00000768,8020.3,540910.0,6277272.0,6775872.0,,1.96,-9.62,73.59,1519178351
evil-coin,Evil Coin,EVIL,837,0.0256931,0.00000229,906.282,540079.0,21020383.0,21020383.0,,1.61,-6.0,18.01,1519178345
octocoin,OctoCoin,888,838,0.0102102,0.00000091,5445.61,538225.0,52714414.0,52714414.0,,14.51,22.62,36.78,1519178342
fujinto,Fujinto,NTO,839,0.00817536,0.00000073,3063.75,537959.0,65802448.0,400000000.0,,1.11,-18.03,11.24,1519178354
zozocoin,ZoZoCoin,ZZC,840,0.899395,0.00008016,4517.07,531318.0,590751.0,7296311.0,27000000.0,-12.98,47.52,11.12,1519178357
influxcoin,Influxcoin,INFX,841,0.315759,0.00002814,187208.0,528386.0,1673383.0,1673383.0,,-0.83,-8.02,-64.72,1519178344
zcash-gold,Zlancer,ZCG,842,0.258151,0.00002301,2295.53,518268.0,2007615.0,2500000.0,,27.22,3.29,39.93,1519178356
nevacoin,NevaCoin,NEVA,843,0.198175,0.00001766,4270.23,514954.0,2598480.0,2598480.0,,1.73,11.58,34.19,1519178346
bolivarcoin,Bolivarcoin,BOLI,844,0.0551925,0.00000492,1914.39,507819.0,9200875.0,9200875.0,,-2.33,-14.66,20.27,1519178344
chesscoin,ChessCoin,CHESS,845,0.00933484,0.00000083,883.002,504387.0,54032769.0,54032769.0,,1.6,-1.8,33.4,1519178347
aquariuscoin,AquariusCoin,ARCO,846,0.308833,0.00002753,710.07,493906.0,1599266.0,1599266.0,,-3.35,-6.19,18.06,1519178347
leacoin,LeaCoin,LEA,847,0.00145662,0.00000013,7927.63,489774.0,336240095.0,336240095.0,2000000000.0,1.56,-15.27,5.21,1519178344
crystal-clear,Crystal Clear ,CCT,848,0.0953986,0.00000850,3510.85,488736.0,5123099.0,6924060.0,10000000.0,2.54,-6.96,-15.39,1519178355
postcoin,PostCoin,POST,849,0.0307502,0.00000274,8749.5,487951.0,15868233.0,15868233.0,,1.69,-29.53,17.99,1519178346
litecoin-plus,Litecoin Plus,LCP,850,0.46563,0.00004150,8363.21,487180.0,1046282.0,1046282.0,4000000.0,2.16,2.6,38.66,1519178342
bitgem,Bitgem,BTG,851,8.09579,0.00072155,758.027,486885.0,60141.0,60141.0,,1.39,-5.32,21.18,1519178341
bitcoinfast,Bitcoin Fast,BCF,852,0.0823548,0.00000734,2961.64,484854.0,5887383.0,8788511.0,,1.61,-4.5,36.75,1519178343
coin,Coin(O),CNO,853,0.0046002,0.00000041,760.045,484144.0,105244120.0,105244120.0,,1.56,-10.44,-8.66,1519178342
qbic,Qbic,QBIC,854,2.33735,0.00020832,29164.2,483200.0,206730.0,948622.0,52500000.0,-3.71,-22.06,-66.84,1519178360
dashcoin,Dashcoin,DSH,855,0.0274329,0.00000244,925.878,482132.0,17574970.0,17574970.0,,-1.65,-18.69,-22.7,1519178344
ethereum-dark,Ethereum Dark,ETHD,856,0.319363,0.00002846,18990.3,479045.0,1500000.0,3019862.0,4200000.0,0.79,-7.43,0.1,1519178355
berncash,BERNcash,BERN,857,0.00661155,0.00000059,897.358,470969.0,71234301.0,71234301.0,,1.56,-30.96,17.58,1519178346
onix,Onix,ONX,858,0.0169431,0.00000151,6478.34,464797.0,27432814.0,103181030.0,,10.7,-22.71,-0.97,1519178351
808coin,808Coin,808,859,0.000114945,0.00000001,15135.0,457273.0,3978187849.0,3978187849.0,,-47.61,-39.21,-29.26,1519178347
chancoin,ChanCoin,CHAN,860,0.0620466,0.00000553,2981.74,452618.0,7294815.0,7294815.0,,1.39,-10.59,12.37,1519178352
prime-xi,Prime-XI,PXI,861,0.0236403,0.00000211,675.737,451658.0,19105410.0,19105410.0,,1.57,-7.06,2.73,1519178344
mineum,Mineum,MNM,862,0.047538,0.00000424,10640.2,448586.0,9436367.0,9586367.0,,-10.21,-11.63,-10.12,1519178347
jin-coin,Jin Coin,JIN,863,0.04488,0.00000400,2196.76,447028.0,9960524.0,9960524.0,9960595.0,1.39,34.5,60.76,1519178348
c-bit,C-Bit,XCT,864,0.00280203,0.00000025,4500.19,441672.0,157625875.0,157625875.0,,2.69,-10.15,-4.52,1519178346
spacecoin,SpaceCoin,SPACE,865,0.0203189,0.00000181,856.77,440259.0,21667456.0,21667456.0,,3.2,7.54,21.95,1519178344
mincoin,Mincoin,MNC,866,0.103071,0.00000919,766.517,436986.0,4239661.0,4239661.0,,6.41,18.74,102.74,1519178340
pascal-lite,Pascal Lite,PASL,867,0.0866184,0.00000772,1203.23,435006.0,5022100.0,5022100.0,,6.32,-1.25,13.49,1519178350
eurocoin,Eurocoin,EUC,868,0.0342999,0.00000306,3887.28,425887.0,12416554.0,12416554.0,,6.23,11.22,27.29,1519178346
tagcoin,TagCoin,TAG,869,0.0673227,0.00000600,508.933,423037.0,6283726.0,6283726.0,,1.72,-2.52,40.86,1519178341
votecoin,VoteCoin,VOT,870,0.0255992,0.00000228,1709.51,421737.0,16474625.0,16474625.0,220000000.0,1.45,4.72,-7.7,1519178357
emerald,Emerald Crypto,EMD,871,0.0219912,0.00000196,506.757,420409.0,19117129.0,19117129.0,,1.56,-3.73,16.94,1519178341
parallelcoin,ParallelCoin,DUO,872,1.29452,0.00011538,2758.61,406791.0,314241.0,314241.0,,0.94,5.22,43.41,1519178346
eot-token,EOT Token,EOT,873,0.0185708,0.00000166,30547.4,397042.0,21379901.0,119579898.0,200000000.0,5.3,-25.86,0.44,1519178354
quazarcoin,QuazarCoin,QCN,874,0.0561,0.00000500,1792.32,382130.0,6811587.0,6811587.0,,1.56,-7.27,38.96,1519178343
dalecoin,Dalecoin,DALC,875,0.815578,0.00007269,4460.48,376603.0,461762.0,1000000.0,1000000.0,-6.01,-14.37,47.38,1519178353
sagacoin,SagaCoin,SAGA,876,1.68295,0.00015,49140.5,373260.0,221789.0,2181250.0,42000000.0,0.25,-17.14,-23.94,1519178358
globalboost-y,GlobalBoost-Y,BSTY,877,0.0268836,0.00000240,718.56,369721.0,13752662.0,13752662.0,,1.58,-11.88,-0.41,1519178343
virtacoinplus,Virtacoinplus,XVP,878,0.0337987,0.00000301,2157.74,369374.0,10928643.0,10928643.0,,1.44,10.14,23.01,1519178350
helleniccoin,Helleniccoin,HNC,879,0.00562293,0.00000050,1270.22,367705.0,65393881.0,65393881.0,100000000.0,1.63,-7.11,-5.17,1519178344
sugar-exchange,Sugar Exchange,SGR,880,0.104657,0.00000933,23976.0,366300.0,3500000.0,80000000.0,,-9.5,-6.3,-16.08,1519178357
xios,Xios,XIOS,881,0.16828,0.00001500,818.574,361750.0,2149688.0,2149688.0,21000000.0,1.56,4.62,6.23,1519178356
allsafe,AllSafe,ASAFE2,882,0.0433947,0.00000387,1105.56,355850.0,8200310.0,8200310.0,15000000.0,9.34,5.7,-28.39,1519178349
dibcoin,DIBCOIN,DIBC,883,0.0706444,0.00000630,3911.25,353222.0,5000000.0,5000000000.0,,-0.79,2.91,31.1,1519178350
honey,Honey,HONEY,884,0.804407,0.00007169,1085.86,346829.0,431161.0,431161.0,,2.62,6.94,25.97,1519178350
atomic-coin,Atomic Coin,ATOM,885,0.0247673,0.00000221,5488.45,346681.0,13997525.0,13997525.0,252000000.0,6.09,-0.27,9.31,1519178348
trident,Trident Group,TRDT,886,0.404593,0.00003606,926.708,341183.0,843274.0,3000000.0,,1.39,-1.76,25.8,1519178358
islacoin,IslaCoin,ISL,887,0.221371,0.00001973,3758.92,335090.0,1513704.0,1513704.0,,1.61,31.31,54.72,1519178345
starcash-network,StarCash Network,STARS,888,0.372728,0.00003322,1224.35,334259.0,896790.0,970018.0,,1.39,-16.31,72.5,1519178357
bitgold,bitGold,BITGOLD,889,1691.22,0.150732,749.963,328367.0,194.0,194.0,,6.58,3.86,-2.77,1519178344
bitcoal,BitCoal,COAL,890,0.0726188,0.00000647,1729.4,326785.0,4500000.0,4500000.0,12500000.0,1.39,-5.74,19.38,1519178353
mustangcoin,MustangCoin,MST,891,0.512127,0.00004564,654.768,322816.0,630343.0,630343.0,3000000.0,1.39,7.91,28.12,1519178348
impact,Impact,IMX,892,0.0029172,0.00000026,2845.37,319558.0,109542590.0,109542590.0,,1.39,11.05,59.82,1519178350
global-tour-coin,Global Tour Coin,GTC,893,0.010659,0.00000095,876.136,318570.0,29887402.0,89786652.0,,1.56,17.84,26.21,1519178352
bipcoin,BipCoin,BIP,894,0.188608,0.00001681,644.369,306914.0,1627261.0,1627261.0,,1.61,-16.03,87.07,1519178348
roofs,Roofs,ROOFS,895,0.0023562,0.00000021,1113.32,306306.0,130000000.0,600000000.0,,1.56,-19.91,69.42,1519178356
madcoin,Madcoin,MDC,896,0.167765,0.00001495,4520.03,305267.0,1819612.0,2276865.0,3942000.0,1.39,-47.88,-30.9,1519178359
postoken,PoSToken,POS,897,0.318479,0.00002838,2236.78,301354.0,946230.0,1160312.0,,-21.45,-49.18,-28.31,1519178355
litebitcoin,LiteBitcoin,LBTC,898,0.0103771,0.00000092,3200.62,300317.0,28940333.0,172585874.0,1000000000.0,1.83,-9.53,6.97,1519178353
reecoin,ReeCoin,REE,899,0.000114763,0.00000001,7568.34,293793.0,2560000000.0,6662367704.0,,1.05,-32.51,16.1,1519178347
yenten,YENTEN,YTN,900,0.076296,0.00000680,1134.16,292685.0,3836178.0,4076150.0,84000000.0,1.39,-6.61,24.51,1519178358
tajcoin,TajCoin,TAJ,901,0.0348076,0.00000310,1672.48,289623.0,8320671.0,8320671.0,,4.36,0.53,-17.32,1519178348
digital-rupees,Digital Rupees,DRS,902,0.000561,0.00000005,2350.43,286560.0,510802961.0,510802961.0,,1.56,-13.88,115.14,1519178349
icobid,ICOBID,ICOB,903,0.0024196,0.00000022,724.818,259014.0,107048455.0,107048455.0,,1.44,-16.58,6.65,1519178349
beatcoin,Beatcoin,XBTS,904,0.165334,0.00001474,1010.69,252082.0,1524686.0,2524686.0,,-3.82,-13.97,13.28,1519178349
evotion,Evotion,EVO,905,0.0773371,0.00000689,743.888,251130.0,3247215.0,3247215.0,,1.62,-2.79,21.38,1519178346
eaglecoin,EagleCoin,EAGLE,906,0.116163,0.00001035,5195.07,243178.0,2093421.0,3633153.0,,2.48,-5.83,35.14,1519178357
eryllium,Eryllium,ERY,907,0.0417085,0.00000372,5818.06,234248.0,5616315.0,15616315.0,,0.3,-14.66,26.5,1519178349
300-token,300 Token,300,908,774.168,0.0689989,1119.56,232250.0,300.0,300.0,300.0,1.56,0.54,-10.38,1519178352
ecocoin,EcoCoin,ECO,909,0.198547,0.00001770,1624.44,229312.0,1154951.0,1156750.0,,1.28,-0.73,21.11,1519178351
fuzzballs,FuzzBalls,FUZZ,910,0.0458283,0.00000408,9989.69,221348.0,4829945.0,4829945.0,,0.67,5.81,13.81,1519178347
enigma,Enigma,XNG,911,0.363304,0.00003238,572.989,221121.0,608640.0,1020981.0,5000000.0,31.08,-9.09,22.85,1519178346
cannation,Cannation,CNNC,912,0.0875708,0.00000780,4574.77,216903.0,2476893.0,2476893.0,,0.02,-8.11,7.55,1519178351
comet,Comet,CMT,913,0.241889,0.00002156,1065.84,211128.0,872830.0,872830.0,,1.56,-4.5,34.21,1519178347
paycon,PayCon,CON,914,0.0087739,0.00000078,10913.6,202174.0,23042604.0,23042604.0,,-5.81,-17.4,6.84,1519178345
iconic,Iconic,ICON,915,0.339916,0.00003030,25844.6,201534.0,592894.0,592894.0,,-2.26,-28.11,74.65,1519178349
quebecoin,Quebecoin,QBC,916,0.0125664,0.00000112,1767.89,193131.0,15368803.0,36155403.0,42000000.0,1.56,-10.55,6.38,1519178342
cachecoin,CacheCoin,CACH,917,0.0459958,0.00000410,682.906,192958.0,4195132.0,4195132.0,10000000.0,0.2,-19.4,1.63,1519178342
flaxscript,Flaxscript,FLAX,918,0.0341088,0.00000304,757.986,191036.0,5600772.0,5600772.0,,1.56,-4.28,27.86,1519178345
x-coin,X-Coin,XCO,919,0.0153171,0.00000137,651.557,189702.0,12384976.0,12384976.0,,1.6,-2.56,28.89,1519178343
bnrtxcoin,BnrtxCoin,BNX,920,0.0066198,0.00000059,6656.55,189637.0,28647001.0,28647001.0,,0.26,18.28,48.35,1519178353
money,Money,$$$,921,0.0040392,0.00000036,802.258,185348.0,45887218.0,45887218.0,,1.39,6.9,32.51,1519178346
allion,Allion,ALL,922,0.0296882,0.00000265,689.992,184048.0,6199359.0,7323359.0,,-3.84,-0.35,21.24,1519178349
bolenum,Bolenum,BLN,923,0.0179424,0.00000160,6588.96,179424.0,10000000.0,10000000.0,,1.82,-2.06,22.53,1519178353
vaperscoin,VapersCoin,VPRC,924,0.0002244,0.00000002,2777.33,175060.0,780124964.0,1635124964.0,,24.0,8.16,16.44,1519178347
altcommunity-coin,SONO,ALTCOM,925,0.799649,0.00007127,3778.68,166866.0,208674.0,278102.0,,1.61,-29.22,-32.55,1519178356
debitcoin,Debitcoin,DBTC,926,0.00918823,0.00000082,3285.59,165385.0,17999629.0,25999629.0,,1.34,-8.55,15.39,1519178348
marijuanacoin,Marijuanacoin,MAR,927,0.101204,0.00000902,1955.52,165125.0,1631601.0,1631601.0,,1.39,-13.89,-17.73,1519178349
bitquark,BitQuark,BTQ,928,0.01683,0.00000150,717.683,161303.0,9584238.0,9584238.0,,3.53,14.23,-29.75,1519178343
theresa-may-coin,Theresa May Coin,MAY,929,0.00496793,0.00000044,619.876,160488.0,32304800.0,32304800.0,100000000.0,1.3,-2.03,16.95,1519178351
cthulhu-offerings,Cthulhu Offerings,OFF,930,0.0604758,0.00000539,2135.15,158630.0,2623037.0,2623037.0,,1.56,-16.35,-9.75,1519178345
gold-pressed-latinum,Gold Pressed Latinum,GPL,931,0.560663,0.00004997,715.205,143825.0,256527.0,256527.0,1000000.0,1.39,-16.62,-9.8,1519178351
asiadigicoin,Asiadigicoin,ADCN,932,0.00565103,0.00000050,1993.67,140886.0,24931054.0,210000000.0,,1.52,-14.69,41.06,1519178346
kronecoin,Kronecoin,KRONE,933,0.0265914,0.00000237,2267.14,140837.0,5296352.0,5296352.0,84000000.0,0.83,-18.2,14.3,1519178353
biteur,bitEUR,BITEUR,934,1.30761,0.00011654,843.924,140837.0,107706.0,107706.0,,6.28,0.63,-4.25,1519178345
solarflarecoin,Solarflarecoin,SFC,935,0.00999543,0.00000089,2766.81,140770.0,14083450.0,14083450.0,,0.9,-2.82,12.84,1519178349
benjirolls,BenjiRolls,BENJI,936,0.00683357,0.00000061,780.701,138558.0,20276099.0,20276099.0,,1.55,-1.71,17.32,1519178349
coinonat,Coinonat,CXT,937,0.0153416,0.00000137,1391.73,132294.0,8623200.0,10123200.0,,1.7,-11.36,-2.92,1519178350
master-swiscoin,Master Swiscoin,MSCN,938,0.00280222,0.00000025,6446.01,126502.0,45143320.0,1007255720.0,,-0.2,-4.79,-5.6,1519178349
songcoin,SongCoin,SONG,939,0.00374974,0.00000033,689.224,122111.0,32565300.0,32565300.0,,1.52,-11.27,-17.77,1519178345
luna-coin,Luna Coin,LUNA,940,0.0705792,0.00000629,7669.96,120438.0,1706429.0,1706429.0,,1.4,-12.97,-12.91,1519178349
litecoin-ultra,LiteCoin Ultra,LTCU,941,0.113814,0.00001014,3562.14,113735.0,999302.0,8499302.0,,3.09,20.13,30.16,1519178354
doubloon,BOAT,BOAT,942,0.00561,0.00000050,2227.91,104053.0,18547845.0,18547845.0,,1.56,-1.55,13.88,1519178349
milocoin,MiloCoin,MILO,943,0.00914362,0.00000081,2982.72,98659.0,10789954.0,10789954.0,30015000.0,-1.96,-30.34,11.84,1519178350
useless-ethereum-token,Useless Ethereum Token,UET,944,0.0226021,0.00000201,839.895,89634.0,3965716.0,3965716.0,,2.2,-6.64,-34.89,1519178352
slevin,Slevin,SLEVIN,945,0.001122,0.00000010,731.732,78540.0,70000000.0,70000000.0,,1.39,-1.76,84.41,1519178352
women,WomenCoin,WOMEN,946,0.00163418,0.00000015,12414.6,72264.0,44220400.0,44220400.0,25000000000.0,-3.96,-2.75,14.67,1519178352
xonecoin,Xonecoin,XOC,947,0.156631,0.00001396,781.953,65785.0,420000.0,420000.0,,1.39,5.49,,1519178348
bitvolt,Bitvolt,VOLT,948,0.003927,0.00000035,4012.32,64819.0,16506082.0,61526182.0,,1.39,-7.07,101.98,1519178351
wild-beast-block,Wild Beast Block,WBB,949,0.35343,0.00003150,572.983,64296.0,181919.0,181919.0,,1.39,-28.04,11.49,1519178345
geertcoin,GeertCoin,GEERT,950,0.0118069,0.00000105,1190.42,60111.0,5091200.0,5091200.0,,-8.28,-19.52,-3.29,1519178350
anarchistsprime,AnarchistsPrime,ACP,951,0.0136687,0.00000122,2206.26,60072.0,4394874.0,4394874.0,,1.61,-15.85,18.22,1519178344
exchangen,ExchangeN,EXN,952,0.01122,0.00000100,543.833,57222.0,5100000.0,10000000.0,,1.56,-17.35,-11.59,1519178355
veros,Veros,VRS,953,0.0000968961,0.000000009,4070.93,47151.0,486609040.0,10000000000.0,,1.58,16.9,0.21,1519178348
gbcgoldcoin,GBCGoldCoin,GBC,954,0.00410163,0.00000037,573.895,46602.0,11361817.0,11361817.0,,-0.0,9.45,-6.42,1519178346
ulatech,Ulatech,ULA,955,0.13464,0.00001200,3912.44,28703.0,213187.0,54213187.0,90000000.0,1.52,-38.1,172.28,1519178353
coimatic-3,Coimatic 3.0,CTIC3,956,0.011746,0.00000105,1203.24,26540.0,2259512.0,102000000.0,102000000.0,1.39,-2.03,11.97,1519178356
crevacoin,CrevaCoin,CREVA,957,0.000681586,0.00000006,3691.8,24803.0,36390750.0,6240390800.0,,4.5,6.05,38.82,1519178344
cabbage,Cabbage,CAB,958,0.0023562,0.00000021,705.59,24740.0,10499996.0,10499996.0,,1.56,-20.66,,1519178346
coupecoin,Coupecoin,COUPE,959,0.000112304,0.00000001,9726.13,24514.0,218281462.0,8001599000.0,,2.29,-28.58,9.8,1519178351
vault-coin,Vault Coin,VLTC,960,0.000559527,0.00000005,3851.19,17002.0,30385540.0,530385540.0,1000000000.0,3.88,-15.65,27.69,1519178349
project-x,Project-X,NANOX,961,179520.0,16.0,23341.0,14050.0,0.0,1.0,,1.39,-36.07,-41.13,1519178351
geysercoin,GeyserCoin,GSR,962,0.2805,0.00002500,944.949,13145.0,46864.0,599334.0,4500000.0,-8.69,-16.32,22.13,1519178352
aerium,Aerium,AERM,963,0.00848172,0.00000076,8629.13,12905.0,1521492.0,1931093.0,500000000.0,0.83,-32.44,-7.73,1519178357
levoplus,LevoPlus,LVPS,964,0.00544516,0.00000049,598.488,11013.0,2022571.0,93022571.0,,1.68,11.68,-16.12,1519178350
exrnchain,EXRNchain,EXRN,965,0.0000551490,0.000000005,26077.7,8272.0,150000000.0,100000000000,,-3.53,-31.63,39.8,1519178356
